0,99499 
1,99500 
0,99502 
1,149467 
0,199495 
1,249460 
0,299495 
1,299497 
0,299501 
1,349470 
0,399497 
1,399498 
0,399502 
1,449461 
0,499493 
1,549466 
0,599499 
1,649474 
0,699499 
1,749474 
0,799491 
1,799493 
0,799497 
1,849474 
0,899491 
1,899497 
0,899499 
1,949470 
0,999496 
1,999499 
0,999500 
1,1049460 
0,1049462 
1,1049467 
0,1099501 
1,1149473 
0,1199498 
1,1199501 
0,1199503 
1,1249461 
0,1299491 
1,1299502 
0,1299506 
1,1349470 
0,1399501 
1,1399509 
0,1399510 
1,1449468 
0,1449470 
1,1449472 
0,1499491 
1,1499492 
0,1499503 
1,1549466 
0,1599492 
1,1599493 
0,1599496 
1,1649469 
0,1699486 
1,1699487 
0,1699488 
1,1699489 
0,1699491 
1,1699492 
0,1699493 
1,1699494 
0,1699496 
1,1749466 
0,1799489 
1,1799492 
0,1799495 
1,1849473 
0,1899500 
1,1949468 
0,1999495 
1,2049459 
0,2099509 
1,2099510 
0,2099511 
1,2149477 
0,2199497 
1,2249466 
0,2299478 
1,2299479 
0,2299489 
1,2349467 
0,2399498 
1,2449468 
0,2499487 
1,2499488 
0,2499495 
1,2549466 
0,2599497 
1,2599499 
0,2599500 
1,2649470 
0,2699499 
1,2699501 
0,2699507 
1,2749471 
0,2799504 
1,2849458 
0,2849460 
1,2849465 
0,2899488 
1,2899503 
0,2899504 
1,2949466 
0,2949467 
1,2949470 
0,2999488 
1,3049459 
0,3099494 
1,3099495 
0,3099500 
1,3149470 
0,3199488 
1,3249460 
0,3299481 
1,3299482 
0,3299493 
1,3299500 
0,3299501 
1,3349469 
0,3399498 
1,3449470 
0,3499498 
1,3549466 
0,3599489 
1,3599491 
0,3599494 
1,3649468 
0,3699488 
1,3699492 
0,3699495 
1,3749466 
0,3799495 
1,3799497 
0,3799498 
1,3849476 
0,3899500 
1,3899504 
0,3899506 
1,3899507 
0,3899508 
1,3949469 
0,3999494 
1,3999496 
0,3999500 
1,3999501 
0,3999504 
1,3999505 
0,3999508 
1,4049469 
0,4099490 
1,4099493 
0,4099494 
1,4099497 
0,4099500 
1,4149459 
0,4199489 
1,4249462 
0,4299494 
1,4349469 
0,4399502 
1,4449470 
0,4499490 
1,4499493 
0,4499497 
1,4549456 
0,4599491 
1,4649463 
0,4699491 
1,4749465 
0,4799490 
1,4849462 
0,4899483 
1,4899485 
0,4899489 
1,4949472 
0,4999488 
1,4999494 
0,4999495 
1,5049462 
0,5049464 
1,5049468 
0,5099486 
1,5099488 
0,5099496 
1,5149461 
0,5149463 
1,5149469 
0,5199490 
1,5249466 
0,5299493 
1,5299494 
0,5299495 
1,5299496 
0,5299501 
1,5349458 
0,5399486 
1,5399491 
0,5399493 
1,5449468 
0,5499498 
1,5549462 
0,5599490 
1,5599492 
0,5599493 
1,5649466 
0,5699488 
1,5749465 
0,5799490 
1,5849470 
0,5899493 
1,5949464 
0,5949466 
1,5949470 
0,5999494 
1,5999496 
0,5999497 
1,6049455 
0,6049458 
1,6049465 
0,6099500 
1,6149471 
0,6199510 
1,6249465 
0,6249466 
1,6249474 
0,6299493 
1,6349469 
0,6399484 
1,6399489 
0,6399492 
1,6449460 
0,6499488 
1,6499492 
0,6499499 
1,6549468 
0,6599498 
1,6649466 
0,6699484 
1,6699486 
0,6699497 
1,6749476 
0,6799503 
1,6849463 
0,6849467 
1,6849468 
0,6899495 
1,6899500 
0,6899501 
1,6949467 
0,6999492 
1,7049465 
0,7099486 
1,7099490 
0,7099498 
1,7149460 
0,7199489 
1,7249464 
0,7299506 
1,7349469 
0,7399487 
1,7399488 
0,7399493 
1,7399497 
0,7399499 
1,7449471 
0,7499483 
1,7499484 
0,7499489 
1,7549454 
0,7599489 
1,7599490 
0,7599501 
1,7649468 
0,7699487 
1,7699489 
0,7699490 
1,7749475 
0,7799491 
1,7849472 
0,7899497 
1,7949475 
0,7999484 
1,7999491 
0,7999494 
1,8049471 
0,8099500 
1,8149467 
0,8199494 
1,8199497 
0,8199502 
1,8249470 
0,8299496 
1,8349466 
0,8399502 
1,8449470 
0,8499498 
1,8549464 
0,8599491 
1,8599494 
0,8599502 
1,8649472 
0,8699485 
1,8699492 
0,8699494 
1,8699497 
0,8699498 
1,8749473 
0,8799499 
1,8849471 
0,8899495 
1,8899496 
0,8899498 
1,8949477 
0,8999508 
1,9049472 
0,9049478 
1,9049480 
0,9099500 
1,9149472 
0,9149478 
1,9149479 
0,9199496 
1,9249467 
0,9299502 
1,9349472 
0,9399498 
1,9399503 
0,9399505 
1,9449471 
0,9499489 
1,9499496 
0,9499498 
1,9549478 
0,9599502 
1,9649466 
0,9699509 
1,9749475 
0,9799503 
1,9849464 
0,9899498 
1,9899499 
0,9899509 
1,9949465 
0,9949472 
1,9949473 
0,9999484 
1,9999485 
0,9999489 
1,9999490 
0,9999491 
1,10049475 
0,10099497 
1,10149475 
0,10199500 
1,10199501 
0,10199507 
1,10249465 
0,10299489 
1,10299494 
0,10299497 
1,10349477 
0,10399493 
1,10399494 
0,10399500 
1,10449463 
0,10449465 
1,10449468 
0,10499486 
1,10499487 
0,10499488 
1,10549475 
0,10599483 
1,10599484 
0,10599499 
1,10649472 
0,10699492 
1,10749465 
0,10799497 
1,10799499 
0,10799504 
1,10849468 
0,10899498 
1,10949459 
0,10999494 
1,10999499 
0,10999500 
1,11049465 
0,11099479 
1,11099480 
0,11099487 
1,11099492 
0,11099494 
1,11149467 
0,11199494 
1,11199495 
0,11199496 
1,11249473 
0,11299501 
1,11349460 
0,11349467 
1,11349472 
0,11399501 
1,11399502 
0,11399505 
1,11449472 
0,11499490 
1,11499491 
0,11499497 
1,11549471 
0,11599497 
1,11599500 
0,11599501 
1,11649474 
0,11699489 
1,11699490 
0,11699493 
1,11699494 
0,11699495 
1,11749470 
0,11799483 
1,11799484 
0,11799488 
1,11799489 
0,11799491 
1,11849475 
0,11899501 
1,11899502 
0,11899505 
1,11899506 
0,11899508 
1,11949469 
0,11999504 
1,12049469 
0,12049473 
1,12049483 
0,12099492 
1,12099493 
0,12099495 
1,12099497 
0,12099502 
1,12149469 
0,12149471 
1,12149474 
0,12199498 
1,12199499 
0,12199506 
1,12249465 
0,12299492 
1,12299493 
0,12299500 
1,12349463 
0,12399506 
1,12449470 
0,12499507 
1,12549477 
0,12599496 
1,12599497 
0,12599500 
1,12599501 
0,12599504 
1,12649476 
0,12699499 
1,12749472 
0,12799487 
1,12799488 
0,12799495 
1,12849482 
0,12899491 
1,12899492 
0,12899499 
1,12899500 
0,12899501 
1,12949477 
0,12999497 
1,12999502 
0,12999507 
1,13049474 
0,13099500 
1,13099501 
0,13099505 
1,13099508 
0,13099509 
1,13149473 
0,13199495 
1,13199496 
0,13199500 
1,13199502 
0,13199504 
1,13249472 
0,13299488 
1,13299489 
0,13299490 
1,13349479 
0,13399494 
1,13399497 
0,13399503 
1,13449473 
0,13499500 
1,13549474 
0,13599507 
1,13649470 
0,13699495 
1,13749478 
0,13799504 
1,13849473 
0,13899503 
1,13949477 
0,13999498 
1,14049470 
0,14099493 
1,14099498 
0,14099499 
1,14149470 
0,14199499 
1,14249466 
0,14249467 
1,14249480 
0,14299496 
1,14299497 
0,14299498 
1,14299500 
0,14299502 
1,14299503 
0,14299504 
1,14349477 
0,14399495 
1,14449476 
0,14499493 
1,14499496 
0,14499499 
1,14549469 
0,14549472 
1,14549473 
0,14599500 
1,14649471 
0,14649472 
1,14649475 
0,14699502 
1,14749470 
0,14799494 
1,14799495 
0,14799501 
1,14849478 
0,14899504 
1,14949475 
0,14999484 
1,14999486 
0,14999498 
1,14999501 
0,14999502 
1,15049464 
0,15099490 
1,15099491 
0,15099496 
1,15149460 
0,15149461 
1,15149463 
0,15199497 
1,15249473 
0,15299497 
1,15299498 
0,15299501 
1,15349473 
0,15399498 
1,15399499 
0,15399500 
1,15449462 
0,15449463 
1,15449473 
0,15499498 
1,15499499 
0,15499504 
1,15549460 
0,15549461 
1,15549464 
0,15599496 
1,15649473 
0,15699499 
1,15749480 
0,15799494 
1,15849471 
0,15899494 
1,15949474 
0,15999490 
1,15999491 
0,15999492 
1,15999493 
0,15999495 
1,15999497 
0,15999498 
1,16049481 
0,16099506 
1,16149456 
0,16149460 
1,16149464 
0,16199496 
1,16249465 
0,16299498 
1,16349467 
0,16399489 
1,16399492 
0,16399500 
1,16449469 
0,16499489 
1,16499498 
0,16499499 
1,16549471 
0,16549476 
1,16549477 
0,16599498 
1,16599499 
0,16599502 
1,16649472 
0,16699495 
1,16699497 
0,16699503 
1,16749469 
0,16799493 
1,16849470 
0,16899502 
1,16949471 
0,16999505 
1,17049466 
0,17049469 
1,17049471 
0,17099502 
1,17149470 
0,17199493 
1,17199498 
0,17199499 
1,17249477 
0,17299497 
1,17349471 
0,17399494 
1,17399496 
0,17399498 
1,17449476 
0,17499496 
1,17499498 
0,17499500 
1,17549464 
0,17599494 
1,17649470 
0,17649471 
1,17649472 
0,17699487 
1,17749474 
0,17799495 
1,17799499 
0,17799501 
1,17849477 
0,17899503 
1,17949466 
0,17999493 
1,18049472 
0,18099491 
1,18149468 
0,18199500 
1,18199504 
0,18199506 
1,18249466 
0,18299497 
1,18349470 
0,18399498 
1,18399500 
0,18399501 
1,18399505 
0,18399506 
1,18449468 
0,18499497 
1,18549473 
0,18599501 
1,18599502 
0,18599503 
1,18599508 
0,18599509 
1,18649469 
0,18699490 
1,18699496 
0,18699497 
1,18749466 
0,18799493 
1,18799494 
0,18799497 
1,18849456 
0,18899495 
1,18899499 
0,18899502 
1,18949470 
0,18999494 
1,18999496 
0,18999498 
1,19049460 
0,19049461 
1,19049469 
0,19099490 
1,19099491 
0,19099497 
1,19149467 
0,19199499 
1,19249471 
0,19299500 
1,19299501 
0,19299504 
1,19349465 
0,19399487 
1,19399490 
0,19399493 
1,19449474 
0,19499512 
1,19549466 
0,19599500 
1,19599504 
0,19599506 
1,19599507 
